Draft_Yr,Player,College
1971,Steve Patterson,"University of California, Los Angeles"
1971,Fred Hilton,Grambling State University
1971,John Mengelt,Auburn University
1971,Ted McClain,Tennessee State University
1971,Jim McDaniels,Western Kentucky University
1971,Mike Newlin,University of Utah
1971,Spencer Haywood,University of Detroit Mercy
1971,Howard Porter,Villanova University
1971,Larry Steele,University of Kentucky
1971,Clifford Ray,University of Oklahoma
1971,Dave Robisch,University of Kansas
1971,Dave Wohl,University of Pennsylvania
1971,Mike Gale,Elizabeth City State University
1971,Mo Layton,University of Southern California
1971,Dick Gibbs,University of Texas at El Paso
1971,Tom Owens,University of South Carolina
1971,Charles Johnson,University of California
1971,Randy Smith,State University of New York College at Buffalo
1971,Artis Gilmore,Jacksonville University
1971,Charlie Davis,Wake Forest University
1970,Bob Lanier,St. Bonaventure University
1970,Rudy Tomjanovich,University of Michigan
1970,Pete Maravich,Louisiana State University
1970,Dave Cowens,Florida State University
1970,Sam Lacey,New Mexico State University
1970,Jim Ard,University of Cincinnati
1970,John Johnson,University of Iowa
1970,Geoff Petrie,Princeton University
1970,Jim McMillian,Columbia University
1970,John Hummer,Princeton University
1970,Calvin Murphy,Niagara University
1970,Tiny Archibald,University of Texas at El Paso
1970,Pete Cross,University of San Francisco
1970,Cornell Warner,Jackson State University
1970,Dave Sorenson,Ohio State University
1970,Curtis Perry,Missouri State University
1970,Gar Heard,University of Oklahoma
1970,Dennis Awtrey,Santa Clara University
1970,George Johnson,Dillard University
1970,Billy Paultz,St. John's University
1970,Charlie Scott,University of North Carolina
1970,Don Adams,Northwestern University
1970,Dan Issel,University of Kentucky
1970,Steve Patterson,"University of California, Los Angeles"
1970,Coby Dietrick,San Jose State University
1970,Randy Smith,State University of New York College at Buffalo
1969,Kareem Abdul-Jabbar,"University of California, Los Angeles"
1969,Neal Walk,University of Florida
1969,Lucius Allen,"University of California, Los Angeles"
1969,Terry Driscoll,Boston College
1969,Bingo Smith,University of Tulsa
1969,Bob Portman,Creighton University
1969,Herm Gilliam,Purdue University
1969,Jo Jo White,University of Kansas
1969,Butch Beard,University of Louisville
1969,John Warren,St. John's University
1969,Willie McCarter,Drake University
1969,Mike Davis,Virginia Union University
1969,Rick Roberson,University of Cincinnati
1969,Willie Norwood,Alcorn State University
1969,Bernie Williams,La Salle University
1969,Dick Garrett,Southern Illinois University
1969,Lee Winfield,University of North Texas
1969,Lamar Green,Morehead State University
1969,Norm Van Lier,Saint Francis University
1969,Luther Rackley,Xavier University
1969,Fred Carter,Mount St. Mary's University
1969,Bob Dandridge,Norfolk State University
1969,Steve Kuberski,Bradley University
1969,Steve Mix,University of Toledo
1969,George Thompson,Marquette University
1969,Wil Jones,Albany State University
1969,Bob Christian,Grambling State University
1969,Fatty Taylor,La Salle University
1969,Mack Calvin,University of Southern California
1968,Elvin Hayes,University of Houston
1968,Wes Unseld,University of Louisville
1968,Bob Kauffman,Guilford College
1968,Tom Boerwinkle,University of Tennessee
1968,Zaid Abdul-Aziz,Iowa State University
1968,Otto Moore,University of Texas-Pan American
1968,Charlie Paulk,Northeastern State University
1968,Gary Gregor,University of South Carolina
1968,Ron Williams,West Virginia University
1968,Bill Hewitt,University of Southern California
1968,Don Chaney,University of Houston
1968,Shaler Halimon,Utah State University
1968,John Trapp,"University of Nevada, Las Vegas"
1968,Art Harris,Stanford University
1968,Bob Quick,Xavier University
1968,Manny Leaks,Niagara University
1968,Dick Cunningham,Murray State University
1968,Stu Lantz,University of Nebraska
1968,Fred Foster,Miami University
1968,Don May,University of Dayton
1968,Dave Newmark,Columbia University
1968,Greg Smith,Western Kentucky University
1968,Jim Eakins,Brigham Young University
1968,Chuck Williams,University of Colorado
1968,Rick Adelman,Loyola Marymount University
1968,Ron Boone,Idaho State University
1968,Herm Gilliam,Purdue University
1967,Jimmy Walker,Providence College
1967,Earl Monroe,Winston-Salem State University
1967,Clem Haskins,Western Kentucky University
1967,Walt Frazier,Southern Illinois University
1967,Al Tucker,Oklahoma Baptist University
1967,Pat Riley,University of Kentucky
1967,Jimmy Jones,Grambling State University
1967,Phil Jackson,University of North Dakota
1967,Bob Rule,Colorado State University
1967,Gary Gregor,University of South Carolina
1967,Bill Turner,University of Akron
1967,Nick Jones,University of Oregon
1967,Louie Dampier,University of Kentucky
1967,Bobby Lewis,University of North Carolina
1967,Dale Schlueter,Colorado State University
1967,Ed Manning,Jackson State University
1967,Mike Riordan,Providence College
1966,Cazzie Russell,University of Michigan
1966,Dave Bing,Syracuse University
1966,Clyde Lee,Vanderbilt University
1966,Lou Hudson,University of Minnesota
1966,Jack Marin,Duke University
1966,Walt Wesley,University of Kansas
1966,Jerry Chambers,University of Utah
1966,Jim Barnett,University of Oregon
1966,Matt Guokas,Saint Joseph's University
1966,Dorie Murrey,University of Detroit Mercy
1966,Joe Ellis,University of San Francisco
1966,Dick Snyder,Davidson College
1966,Neil Johnson,Creighton University
1966,Hank Finkel,University of Dayton
1966,Erwin Mueller,University of San Francisco
1966,Tommy Kron,University of Kentucky
1966,John Block,University of Southern California
1966,Archie Clark,University of Minnesota
1966,John Wetzel,Virginia Polytechnic Institute and State University
1966,Bill Turner,University of Akron
1966,Stan McKenzie,New York University
1965,Gail Goodrich,"University of California, Los Angeles"
1965,Bill Bradley,Princeton University
1965,Fred Hetzel,Davidson College
1965,Rick Barry,University of Miami
1965,Dave Stallworth,Wichita State University
1965,Jerry Sloan,University of Evansville
1965,Billy Cunningham,University of North Carolina
1965,Jim Washington,Villanova University
1965,Nate Bowman,Wichita State University
1965,Dick Van Arsdale,Indiana University
1965,Tom Van Arsdale,Indiana University
1965,Flynn Robinson,University of Wyoming
1965,Keith Erickson,"University of California, Los Angeles"
1965,Barry Clemens,Ohio Wesleyan University
1965,Ron Reed,University of Notre Dame
1965,Bob Weiss,Pennsylvania State University
1965,Jon McGlocklin,Indiana University
1965,Toby Kimball,University of Connecticut
1965,Hank Finkel,University of Dayton
1965,Bob Love,Southern University and A&M College
1965,Jim Fox,University of South Carolina
1964,George Wilson,University of Cincinnati
1964,Mahdi Abdul-Rahman,"University of California, Los Angeles"
1964,Jim Barnes,University of Texas at El Paso
1964,Joe Caldwell,Arizona State University
1964,Luke Jackson,University of Texas-Pan American
1964,Jeff Mullins,Duke University
1964,Mel Counts,Oregon State University
1964,Willis Reed,Grambling State University
1964,Paul Silas,Creighton University
1964,Howard Komives,Bowling Green State University
1964,Wali Jones,Villanova University
1964,Jerry Sloan,University of Evansville
1964,Larry Jones,University of Toledo
1964,McCoy McLemore,Drake University
1964,Freddie Crawford,St. Bonaventure University
1964,Jim Davis,University of Colorado
1964,Hank Finkel,University of Dayton
1964,Happy Hairston,New York University
1964,Joe Strawder,Bradley University
1964,John Tresvant,Seattle University
1964,Em Bryant,DePaul University
1963,Tom Thacker,University of Cincinnati
1963,Art Heyman,Duke University
1963,Rod Thorn,West Virginia University
1963,Nate Thurmond,Bowling Green State University
1963,Eddie Miles,Seattle University
1963,Gerry Ward,Boston College
1963,Gus Johnson,University of Idaho
1963,Jim King,University of Tulsa
1963,Larry Jones,University of Toledo
1963,Freddie Crawford,St. Bonaventure University
1962,Jerry Lucas,Ohio State University
1962,Dave DeBusschere,University of Detroit Mercy
1962,Bill McGill,University of Utah
1962,Zelmo Beaty,Prairie View A&M University
1962,Len Chappell,Wake Forest University
1962,Wayne Hightower,University of Kansas
1962,Leroy Ellis,St. John's University
1962,John Havlicek,Ohio State University
1962,Terry Dischinger,Purdue University
1962,John Rudometkin,University of Southern California
1962,Kevin Loughery,St. John's University
1962,Chet Walker,Bradley University
1962,Bud Olsen,University of Louisville
1962,Gene Wiley,Wichita State University
1962,Don Nelson,University of Iowa
1962,Charlie Hardnett,Grambling State University
1962,Chico Vaughn,Southern Illinois University
1961,Walt Bellamy,Indiana University
1961,Larry Siegfried,Ohio State University
1961,Ray Scott,University of Portland
1961,Ben Warley,Tennessee State University
1961,Tom Meschery,Saint Mary's College of California
1961,Gary Phillips,University of Houston
1961,Johnny Egan,Providence College
1961,Al Butler,Niagara University
1961,Don Kojis,Marquette University
1961,Bevo Nordmann,Saint Louis University
1961,Bill Bridges,University of Kansas
1961,Donnie Butcher,Pikeville College
1961,Kevin Loughery,St. John's University
1960,Oscar Robertson,University of Cincinnati
1960,Jerry West,West Virginia University
1960,Darrall Imhoff,University of California
1960,Jackie Moreland,Louisiana Tech University
1960,Lee Shaffer,University of North Carolina
1960,Lenny Wilkens,Providence College
1960,Tom Sanders,New York University
1960,Dave Budd,Wake Forest University
1960,Ralph Davis,University of Cincinnati
1960,Bob McNeill,Saint Joseph's University
1960,Joe Roberts,Ohio State University
1960,Fred LaCour,University of San Francisco
1960,Ben Warley,Tennessee State University
1960,Willie Jones,Northwestern University
1960,Al Attles,North Carolina Agricultural and Technical State University
1959,Wilt Chamberlain,University of Kansas
1959,Bob Ferry,Saint Louis University
1959,Bob Boozer,Kansas State University
1959,Bailey Howell,Mississippi State University
1959,Tom Hawkins,University of Notre Dame
1959,Dick Barnett,Tennessee State University
1959,Johnny Green,Michigan State University
1959,Rudy LaRusso,Dartmouth College
1959,Gene Tormholen,University of Tennessee
1959,George Lee,University of Michigan
1959,Paul Neumann,Stanford University
1959,Johnny Cox,University of Kentucky
1959,John Barnhill,Tennessee State University
1958,Guy Rodgers,Temple University
1958,Elgin Baylor,Seattle University
1958,Archie Dees,Indiana University
1958,Mike Farmer,University of San Francisco
1958,Connie Dierking,University of Cincinnati
1958,Dave Gambee,Oregon State University
1958,Vern Hatton,University of Kentucky
1958,Barney Cable,Bradley University
1958,Hal Greer,Marshall University
1958,Hub Reed,Oklahoma City University
1958,Boo Ellis,Niagara University
1958,Bucky Bockhorn,University of Dayton
1958,Wayne Embry,Miami University
1958,Johnny Cox,University of Kentucky
1958,Don Ohl,University of Illinois at Urbana-Champaign
1958,Shellie McMillon,Bradley University
1958,Larry Staverman,Thomas More College
1958,Adrian Smith,University of Kentucky
1957,Hot Rod Hundley,West Virginia University
1957,Charlie Tyra,University of Louisville
1957,Jim Krebs,Southern Methodist University
1957,Win Wilfong,University of Memphis
1957,Sam Jones,North Carolina Central University
1957,Jim Palmer,University of Dayton
1957,Woody Sauldsberry,Texas Southern University
1956,Tom Heinsohn,College of the Holy Cross
1956,Si Green,Duquesne University
1956,Bill Russell,University of San Francisco
1956,Jim Paxson,University of Dayton
1956,Joe Holup,George Washington University
1956,Ron Sobie,DePaul University
1956,K.C. Jones,University of San Francisco
1956,Elgin Baylor,Seattle University
1956,Sam Jones,North Carolina Central University
1956,Phil Jordon,Whitworth
1956,Phil Rollins,University of Louisville
1956,Johnny McCarthy,Canisius College
1956,Dave Piontek,Xavier University
1956,Willie Naulls,"University of California, Los Angeles"
1956,Swede Halbrook,Oregon State University
1956,Bob Hopkins,Grambling State University
1955,Dick Garmaker,University of Minnesota
1955,Tom Gola,La Salle University
1955,Dick Ricketts,Duquesne University
1955,Maurice Stokes,Saint Francis University
1955,Jim Loscutoff,University of Oregon
1955,Kenny Sears,Santa Clara University
1955,Ed Conlin,Fordham University
1955,Jack Stephens,University of Notre Dame
1955,Jack Twyman,University of Cincinnati
1955,Corky Devlin,George Washington University
1955,Dick Hemric,Wake Forest University
1955,Chuck Mencel,University of Minnesota
1955,Al Ferrari,Michigan State University
1955,Ed Fleming,Niagara University
1955,Guy Sparrow,University of Detroit Mercy
1955,K.C. Jones,University of San Francisco
1954,Frank Selvy,Furman University
1954,Bob Pettit,Louisiana State University
1954,Gene Shue,University of Maryland
1954,Dick Rosenthal,University of Notre Dame
1954,Togo Palazzi,College of the Holy Cross
1954,Red Kerr,University of Illinois at Urbana-Champaign
1954,Tom Marshall,Western Kentucky University
1954,Ed Kalafat,University of Minnesota
1954,Slick Leonard,Indiana University
1954,Larry Costello,Niagara University
1954,Red Morrison,University of Idaho
1954,Dick Farley,Indiana University
1954,Richie Guerin,Iona College
1954,Al Bianchi,Bowling Green State University
1954,Chuck Noble,University of Louisville
1954,Art Spoelstra,Western Kentucky University
1954,Dick Garmaker,University of Minnesota
1954,Jim Paxson,University of Dayton
1953,Walter Dukes,Seton Hall University
1953,Ernie Beck,University of Pennsylvania
1953,Ray Felix,Long Island University
1953,Bob Houbregs,University of Washington
1953,Richie Regan,Seton Hall University
1953,Frank Ramsey,University of Kentucky
1953,Cliff Hagan,University of Kentucky
1953,Lou Tsioropoulos,University of Kentucky
1953,Irv Bemoras,University of Illinois at Urbana-Champaign
1953,Jack George,La Salle University
1953,Kenny Sears,Santa Clara University
1953,Billy Kenville,St. Bonaventure University
1952,Jim Baechtold,Eastern Kentucky University
1952,Clyde Lovellette,University of Kansas
1952,Walt Davis,Texas A&M University
1952,Gene Conley,Washington State University
1952,Monk Meineke,University of Dayton
1952,Zeke Zawoluk,St. John's University
1952,Eddie Miller,Syracuse University
1952,Jim Holstein,University of Cincinnati
1952,Jack McMahon,St. John's University
1951,Whitey Skoog,University of Minnesota
1951,Mel Hutchins,Brigham Young University
1951,Ernie Barrett,Kansas State University
1951,Don Sunderlage,University of Illinois at Urbana-Champaign
1951,Mel Payton,Tulane University
1951,Lew Hitch,Kansas State University
1951,Bill Tosheff,Indiana University
1951,Alfred McGuire,St. John's University
1951,George Dempsey,King's College
1950,Paul Arizin,Villanova University
1950,Chuck Share,Bowling Green State University
1950,Bob Cousy,College of the Holy Cross
1950,Dick Schnittker,Ohio State University
1950,Larry Foust,La Salle University
1950,George Yardley,Stanford University
1950,Bob Lavoy,Western Kentucky University
1950,Kevin O'Shea,University of Notre Dame
1950,Don Lofgran,University of San Francisco
1950,Chuck Cooper,Duquesne University
1950,Wally Osterkorn,University of Illinois at Urbana-Champaign
1950,Bill Sharman,University of Southern California
1950,Bob Donham,Ohio State University
1950,Ken Murray,St. Bonaventure University
1950,Cal Christensen,University of Toledo
1950,Ralph O'Brien,Butler University
1950,George King,University of Charleston
1950,Earl Lloyd,West Virginia State University
