,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
5186,1994,11,SEA,Carlos Rogers,Tennessee State University,8,298,5654,2196,1272,182,0.536,0.258,0.562,5654,7.4,4.3,0.6,11.1,0.095,-1.8,0.2
5187,1994,12,MIA,Khalid Reeves,University of Arizona,6,277,5837,2167,580,886,0.416,0.363,0.744,5837,7.8,2.1,3.2,8.4,0.069,-1.6,0.6
5188,1994,13,DEN,Jalen Rose,University of Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,27925,14.3,3.5,3.8,47.2,0.081,-0.3,11.9
5189,1994,14,NJN,Yinka Dare,George Washington University,4,110,1002,233,281,4,0.396,0,0.57,1002,2.1,2.6,0,-0.7,-0.033,-9.8,-2
5190,1994,15,IND,Eric Piatkowski,University of Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839,14613,7.5,2.2,1,31,0.102,-0.5,5.5
5191,1994,16,GSW,Clifford Rozier,University of Louisville,4,173,2984,827,897,98,0.496,0.182,0.465,2984,4.8,5.2,0.6,3.9,0.063,-2.1,-0.1
5192,1994,17,POR,Aaron McKie,Temple University,13,793,19156,5871,2587,2126,0.438,0.35,0.779,19156,7.4,3.3,2.7,40,0.1,0.7,12.9
5193,1994,18,MIL,Eric Mobley,University of Pittsburgh,3,113,1570,440,351,57,0.541,0.75,0.475,1570,3.9,3.1,0.5,1.1,0.034,-4,-0.8
5194,1994,19,DAL,Tony Dumas,University of Missouri-Kansas City,4,156,2222,1140,198,186,0.404,0.327,0.608,2222,7.3,1.3,1.2,1.3,0.027,-4.8,-1.6
5196,1994,21,CHI,Dickey Simpkins,Providence College,7,327,5201,1388,1187,305,0.44,0.222,0.618,5201,4.2,3.6,0.9,4.7,0.044,-3.8,-2.3
5197,1994,22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,0.444,0.222,0.743,1614,2.7,2,0.4,1.6,0.047,-3.6,-0.6
5198,1994,23,PHO,Wesley Person,Auburn University,11,733,20727,8192,2402,1234,0.457,0.418,0.778,20727,11.2,3.3,1.7,44,0.102,0.6,13.8
5199,1994,24,NYK,Monty Williams,University of Notre Dame,9,456,7624,2884,1296,544,0.481,0.111,0.665,7624,6.3,2.8,1.2,11.4,0.072,-1.8,0.5
5200,1994,25,LAC,Greg Minor,University of Louisville,5,277,5144,1902,741,384,0.478,0.226,0.767,5144,6.9,2.7,1.4,8.2,0.077,-2.2,-0.3
5201,1994,26,NYK,Charlie Ward,Florida State University,11,630,14080,3947,1648,2539,0.408,0.364,0.771,14080,6.3,2.6,4,33,0.113,1.8,13.3
5202,1994,27,ORL,Brooks Thompson,Oklahoma State University,4,168,1714,760,158,281,0.409,0.376,0.647,1714,4.5,0.9,1.7,2,0.057,-1.7,0.1
5206,1994,29,PHO,Antonio Lang,Duke University,6,143,1395,329,210,50,0.455,0,0.719,1395,2.3,1.5,0.3,1.7,0.057,-2.8,-0.3
5207,1994,30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,0.407,0.35,0.827,16013,6.5,1.7,3.5,19.5,0.058,-2.2,-1
5209,1994,32,WSB,Jim McIlvaine,Marquette University,7,401,5927,1072,1243,105,0.446,0.1,0.551,5927,2.7,3.1,0.3,9.4,0.076,-0.1,2.8
5210,1994,33,PHI,Derrick Alston,Duquesne University,3,139,2657,751,525,94,0.489,0.143,0.487,2657,5.4,3.8,0.7,2.6,0.047,-2.1,-0.1
5212,1994,35,SAC,Michael Smith,Providence College,7,449,10552,2527,3193,661,0.538,0.143,0.529,10552,5.6,7.1,1.5,23.4,0.107,1.3,8.7
5214,1994,37,SEA,Dontonio Wingfield,University of Cincinnati,4,114,1146,423,275,76,0.389,0.309,0.721,1146,3.7,2.4,0.7,1.8,0.074,-1.4,0.2
5215,1994,38,CHH,Darrin Hancock,University of Kansas,3,133,1395,467,169,89,0.53,0.333,0.579,1395,3.5,1.3,0.7,1.1,0.038,-3.4,-0.5
5216,1994,39,GSW,Anthony Miller,Michigan State University,8,181,1637,510,488,66,0.51,0.25,0.576,1637,2.8,2.7,0.4,3.8,0.11,-2.4,-0.2
5220,1994,43,POR,Shawnelle Scott,St. John's University,4,105,634,189,228,20,0.464,0,0.465,634,1.8,2.2,0.2,1.3,0.101,-3.1,-0.2
5223,1994,46,MIL,Voshon Lenard,University of Minnesota,11,565,15349,6745,1609,1180,0.415,0.384,0.787,15349,11.9,2.8,2.1,29.6,0.093,-0.3,6.7
5224,1994,47,UTA,Jamie Watson,University of South Carolina,4,102,1248,323,149,117,0.468,0.316,0.694,1248,3.2,1.5,1.1,1.2,0.045,-1,0.3
5228,1994,51,SAC,Lawrence Funderburke,Ohio State University,7,318,4726,2031,1142,183,0.506,0.118,0.675,4726,6.4,3.6,0.6,12.9,0.131,-2.2,-0.2
5229,1994,52,PHO,Anthony Goldwire,University of Houston,8,266,4951,1667,359,737,0.407,0.386,0.792,4951,6.3,1.3,2.8,6.4,0.062,-3.3,-1.6
5232,1995,1,GSW,Joe Smith,University of Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,27022,10.9,6.4,1,60.3,0.107,-1.1,5.9
5233,1995,2,LAC,Antonio McDyess,University of Alabama,15,1015,28053,12227,7638,1300,0.497,0.117,0.67,28053,12,7.5,1.3,69.8,0.119,0.3,16.4
5234,1995,3,PHI,Jerry Stackhouse,University of North Carolina,18,970,30222,16409,3067,3240,0.409,0.309,0.822,30222,16.9,3.2,3.3,52.4,0.083,-0.3,12.8
5235,1995,4,WSB,Rasheed Wallace,University of North Carolina,16,1109,36243,16006,7404,1994,0.467,0.336,0.721,36243,14.4,6.7,1.8,105.1,0.139,2.1,37.5
5237,1995,6,VAN,Bryant Reeves,Oklahoma State University,6,395,12071,4945,2745,623,0.475,0.074,0.703,12071,12.5,6.9,1.6,13,0.052,-2.6,-1.8
5238,1995,7,TOR,Damon Stoudamire,University of Arizona,13,878,29106,11763,3039,5371,0.406,0.357,0.833,29106,13.4,3.5,6.1,55.4,0.091,0.1,15.4
5239,1995,8,POR,Shawn Respert,Michigan State University,4,172,2350,851,226,177,0.414,0.34,0.816,2350,4.9,1.3,1,2.1,0.043,-3.6,-0.9
5240,1995,9,NJN,Ed O'Bannon,"University of California, Los Angeles",2,128,2062,634,316,102,0.367,0.222,0.755,2062,5,2.5,0.8,1.1,0.025,-3.8,-1
5241,1995,10,MIA,Kurt Thomas,Texas Christian University,18,1110,27160,8973,7328,1204,0.486,0.281,0.76,27160,8.1,6.6,1.1,64.2,0.114,-0.1,13.2
5242,1995,11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,0.501,0.08,0.643,9866,8.6,4.5,1,23.2,0.113,-1.3,1.7
5243,1995,12,DAL,Cherokee Parks,Duke University,9,472,7459,2056,1703,265,0.47,0.211,0.63,7459,4.4,3.6,0.6,11.8,0.076,-2,-0.1
5244,1995,13,SAC,Corliss Williamson,University of Arkansas,12,822,18749,9147,3183,972,0.49,0.136,0.714,18749,11.1,3.9,1.2,34.7,0.089,-2.4,-1.9
5245,1995,14,BOS,Eric Williams,Providence College,12,658,15731,5642,2139,936,0.415,0.318,0.736,15731,8.6,3.3,1.4,23.2,0.071,-2.4,-1.8
5246,1995,15,DEN,Brent Barry,Oregon State University,14,912,23643,8488,2780,2892,0.46,0.405,0.823,23643,9.3,3,3.2,70.5,0.143,2.6,27.2
5247,1995,16,ATL,Alan Henderson,Indiana University,12,652,13780,5094,3249,397,0.469,0.192,0.639,13780,7.8,5,0.6,28,0.097,-1.7,1.1
5248,1995,17,CLE,Bob Sura,Florida State University,10,657,15597,5654,2240,2474,0.414,0.325,0.689,15597,8.6,3.4,3.8,28.3,0.087,0.3,9.2
5249,1995,18,DET,Theo Ratliff,University of Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71,20500,7.2,5.7,0.6,47.9,0.112,0.9,15.1
5251,1995,20,CHI,Jason Caffey,University of Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,9045,7.3,4.4,0.9,13.5,0.072,-2.7,-1.6
5252,1995,21,PHO,Michael Finley,University of Wisconsin,15,1103,37996,17306,4804,3245,0.444,0.375,0.811,37996,15.7,4.4,2.9,85.2,0.108,1,29.2
5253,1995,22,CHH,George Zidek,"University of California, Los Angeles",3,135,1328,453,286,32,0.408,0.25,0.783,1328,3.4,2.1,0.2,0.8,0.029,-7.5,-1.9
5254,1995,23,IND,Travis Best,Georgia Institute of Technology,10,708,15150,5376,1249,2444,0.431,0.345,0.835,15150,7.6,1.8,3.5,30.9,0.098,-0.9,4
5255,1995,24,DAL,Loren Meyer,Iowa State University,3,140,2044,645,480,77,0.432,0.348,0.696,2044,4.6,3.4,0.6,0.5,0.012,-6.2,-2.2
5256,1995,25,ORL,David Vaughn,University of Memphis,4,118,1156,341,361,36,0.423,0,0.638,1156,2.9,3.1,0.3,0.6,0.026,-5.5,-1
5259,1995,28,UTA,Greg Ostertag,University of Kansas,11,756,14753,3512,4145,443,0.486,0.1,0.569,14753,4.6,5.5,0.6,33.8,0.11,0.7,10
5260,1995,29,SAS,Cory Alexander,University of Virginia,7,307,4847,1677,481,834,0.389,0.354,0.756,4847,5.5,1.6,2.7,3,0.03,-2.2,-0.2
5267,1995,34,GSW,Andrew DeClercq,University of Florida,10,587,9847,2815,2488,339,0.507,0,0.621,9847,4.8,4.2,0.6,19.3,0.094,-1,2.4
5269,1995,36,VAN,Lawrence Moten,Syracuse University,3,119,1814,747,181,182,0.408,0.299,0.652,1814,6.3,1.5,1.5,0,0.001,-3.7,-0.8
5272,1995,39,CLE,Donny Marshall,University of Connecticut,5,119,919,293,121,36,0.321,0.336,0.681,919,2.5,1,0.3,0.9,0.045,-4.7,-0.6
5276,1995,43,MIL,Eric Snow,Michigan State University,13,846,23132,5791,2141,4245,0.424,0.208,0.763,23132,6.8,2.5,5,43.4,0.09,-1.3,4.3
5280,1995,47,SAC,Tyus Edney,"University of California, Los Angeles",4,226,4743,1728,393,910,0.405,0.322,0.806,4743,7.6,1.7,4,6.8,0.068,-2.7,-0.9
5281,1995,48,MIN,Mark Davis,Texas Tech University,5,230,3681,1261,697,294,0.442,0.246,0.655,3681,5.5,3,1.3,2.3,0.03,-1.7,0.3
5282,1995,49,MIN,Jerome Allen,University of Pennsylvania,2,117,1305,336,123,201,0.35,0.317,0.63,1305,2.9,1.1,1.7,0.2,0.006,-4.2,-0.7
5285,1995,52,IND,Fred Hoiberg,Iowa State University,10,541,9978,2944,1438,846,0.431,0.396,0.854,9978,5.4,2.7,1.6,27.6,0.133,0.7,6.9
5289,1995,56,PHO,Chris Carr,Southern Illinois University,6,297,4505,1988,658,294,0.416,0.338,0.807,4505,6.7,2.2,1,3.9,0.042,-4.1,-2.4
5291,1995,58,DET,Don Reid,Georgetown University,8,403,5374,1454,1169,143,0.53,0,0.658,5374,3.6,2.9,0.4,13.7,0.123,-0.2,2.4
5292,1996,1,PHI,Allen Iverson,Georgetown University,14,914,37584,24368,3394,5624,0.425,0.313,0.78,37584,26.7,3.7,6.2,99,0.126,2.7,44.1
5293,1996,2,TOR,Marcus Camby,University of Massachusetts Amherst,17,973,28684,9262,9513,1837,0.466,0.205,0.67,28684,9.5,9.8,1.9,81.6,0.137,2.9,35.6
5294,1996,3,VAN,Shareef Abdur-Rahim,University of California,12,830,28882,15028,6239,2109,0.472,0.297,0.81,28882,18.1,7.5,2.5,71.2,0.118,0.9,21.1
5295,1996,4,MIL,Stephon Marbury,Georgia Institute of Technology,13,846,31891,16297,2516,6471,0.433,0.325,0.784,31891,19.3,3,7.6,77.5,0.117,1.2,25.6
5296,1996,5,MIN,Ray Allen,University of Connecticut,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,46344,18.9,4.1,3.4,145.1,0.15,3,58.1
5297,1996,6,BOS,Antoine Walker,University of Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633,31531,17.5,7.7,3.5,38.1,0.058,0.8,21.9
5298,1996,7,LAC,Lorenzen Wright,University of Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645,18535,8,6.4,0.8,30.5,0.079,-2,0
5299,1996,8,NJN,Kerry Kittles,Villanova University,8,507,16929,7165,1983,1295,0.439,0.378,0.78,16929,14.1,3.9,2.6,44.8,0.127,1.9,16.9
5300,1996,9,DAL,Samaki Walker,University of Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,7612,5.3,4.7,0.6,14.2,0.089,-3,-1.8
5301,1996,10,IND,Erick Dampier,Mississippi State University,16,987,24003,7309,7005,817,0.498,0.125,0.626,24003,7.4,7.1,0.8,52.7,0.105,0.2,13.1
5302,1996,11,GSW,Todd Fuller,North Carolina State University,5,225,2500,835,674,46,0.422,0,0.668,2500,3.7,3,0.2,2.2,0.041,-7.1,-3.2
5303,1996,12,CLE,Vitaly Potapenko,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694,11608,6.5,4.5,0.7,15.5,0.064,-3.5,-4.4
5306,1996,15,PHO,Steve Nash,Santa Clara University,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,38069,14.3,3,8.5,129.7,0.164,1.3,31.2
5307,1996,16,CHH,Tony Delk,University of Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769,11702,9.1,2.5,1.9,19.5,0.08,-1.3,2.1
5309,1996,18,NYK,John Wallace,Syracuse University,7,381,6143,2901,1061,281,0.462,0.3,0.74,6143,7.6,2.8,0.7,6.4,0.05,-4.5,-3.8
5310,1996,19,NYK,Walter McCarty,University of Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698,10374,5.2,2.6,1.1,13.7,0.064,-1.4,1.7
5313,1996,22,VAN,Roy Rogers,University of Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,2309,4.8,3.5,0.4,1.7,0.035,-3.3,-0.7
5315,1996,24,LAL,Derek Fisher,University of Arkansas at Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,32719,8.3,2.1,3,62.3,0.091,-0.9,9.3
5317,1996,26,DET,Jerome Williams,Georgetown University,9,587,12755,3865,3743,474,0.502,0.038,0.645,12755,6.6,6.4,0.8,37.9,0.143,0.8,9
5318,1996,27,ORL,Brian Evans,Indiana University,3,102,1097,375,164,77,0.381,0.343,0.82,1097,3.7,1.6,0.8,1.7,0.076,-2.2,-0.1
5320,1996,29,CHI,Travis Knight,University of Connecticut,7,371,4566,1276,1160,224,0.438,0.259,0.696,4566,3.4,3.1,0.6,7.9,0.083,-1.3,0.8
5323,1996,30,HOU,Othella Harrington,Georgetown University,12,709,13924,5212,3130,443,0.505,0,0.738,13924,7.4,4.4,0.6,23.1,0.08,-3.1,-4
5324,1996,31,PHI,Mark Hendrickson,Washington State University,4,114,1508,381,316,63,0.416,0.167,0.803,1508,3.3,2.8,0.6,2.1,0.067,-4.1,-0.8
5326,1996,33,MIL,Moochie Norris,University of West Florida,9,445,7640,2272,868,1233,0.401,0.286,0.74,7640,5.1,2,2.8,10,0.063,-2.1,-0.1
5330,1996,37,DEN,Jeff McInnis,University of North Carolina,11,576,15927,5396,1170,2514,0.431,0.328,0.796,15927,9.4,2,4.4,23.1,0.07,-2.6,-2.5
5335,1996,42,HOU,Randy Livingston,Louisiana State University,11,203,2684,773,282,415,0.406,0.351,0.771,2684,3.8,1.4,2,2.3,0.041,-3.7,-1.2
5337,1996,44,CHH,Malik Rose,Drexel University,13,813,13404,5003,3371,684,0.437,0.177,0.743,13404,6.2,4.1,0.8,26.5,0.095,-1.4,2
5341,1996,48,PHI,Jamie Feick,Michigan State University,5,201,4316,911,1437,139,0.424,0.4,0.629,4316,4.5,7.1,0.7,8.2,0.091,-1.7,0.4
5342,1996,49,ORL,Amal McCaskill,Marquette University,4,114,968,204,213,36,0.377,0,0.609,968,1.8,1.9,0.3,0.5,0.024,-4.4,-0.6
5345,1996,52,IND,Mark Pope,University of Kentucky,6,153,1634,285,261,63,0.401,0.179,0.573,1634,1.9,1.7,0.4,1.3,0.038,-3.2,-0.5
5347,1996,54,UTA,Shandon Anderson,University of Georgia,10,719,15946,5327,2252,1007,0.457,0.316,0.739,15946,7.4,3.1,1.4,23.6,0.071,-0.8,4.9
5349,1996,56,CLE,Reggie Geary,University of Arizona,2,101,931,209,82,110,0.344,0.328,0.493,931,2.1,0.8,1.1,0.6,0.032,-3.2,-0.3
5352,1997,1,SAS,Tim Duncan,Wake Forest University,19,1392,47368,26496,15091,4225,0.506,0.179,0.696,47368,19,10.8,3,206.4,0.209,5.5,89.3
5353,1997,2,PHI,Keith Van Horn,University of Utah,9,575,18150,9206,3909,900,0.443,0.361,0.835,18150,16,6.8,1.6,41.7,0.11,-0.2,8.4
5354,1997,3,BOS,Chauncey Billups,University of Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,33008,15.2,2.9,5.4,120.8,0.176,2.5,37.6
5355,1997,4,VAN,Antonio Daniels,Bowling Green State University,13,872,19671,6623,1613,2934,0.444,0.311,0.793,19671,7.6,1.8,3.4,47,0.115,-1.2,4.1
5356,1997,5,DEN,Tony Battie,Texas Tech University,14,837,17649,5082,4287,522,0.488,0.162,0.69,17649,6.1,5.1,0.6,36.4,0.099,-1.6,1.9
5357,1997,6,BOS,Ron Mercer,University of Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808,13418,13.6,3.1,2.1,9.4,0.034,-3.3,-4.3
5358,1997,7,NJN,Tim Thomas,Villanova University,13,824,21336,9454,3379,1272,0.437,0.369,0.758,21336,11.5,4.1,1.5,35.2,0.079,-1,5.4
5359,1997,8,GSW,Adonal Foyle,Colgate University,12,733,13060,2989,3461,344,0.477,0,0.499,13060,4.1,4.7,0.5,18.7,0.069,-0.8,3.9
5361,1997,10,MIL,Danny Fortson,University of Cincinnati,10,440,8832,3615,3184,301,0.472,0.167,0.785,8832,8.2,7.2,0.7,22.3,0.121,-3,-2.1
5362,1997,11,SAC,Tariq Abdul-Wahad,San Jose State University,6,236,4807,1830,776,266,0.417,0.237,0.703,4807,7.8,3.3,1.1,3.5,0.035,-3.2,-1.5
5363,1997,12,IND,Austin Croshere,Providence College,12,659,11480,4475,2649,627,0.407,0.34,0.861,11480,6.8,4,1,27.6,0.115,-0.5,4.3
5364,1997,13,CLE,Derek Anderson,University of Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853,17975,12,3.2,3.4,43.9,0.117,0.9,13.3
5365,1997,14,LAC,Maurice Taylor,University of Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711,13324,11,4.6,1.2,9.9,0.036,-3.8,-5.9
5366,1997,15,DAL,Kelvin Cato,Iowa State University,10,541,10617,2960,2874,244,0.507,0.077,0.644,10617,5.5,5.3,0.5,28.6,0.129,-0.3,4.6
5367,1997,16,CLE,Brevin Knight,Stanford University,12,729,18176,5342,1785,4481,0.412,0.134,0.789,18176,7.3,2.4,6.1,32.6,0.086,-1.1,4.3
5370,1997,19,DET,Scot Pollard,University of Kansas,11,506,8372,2222,2351,220,0.494,0,0.709,8372,4.4,4.6,0.4,26.6,0.153,0.6,5.5
5372,1997,21,NJN,Anthony Parker,Bradley University,9,494,13752,4478,1574,1129,0.444,0.404,0.794,13752,9.1,3.2,2.3,24.5,0.085,0.6,9.1
5374,1997,23,SEA,Bobby Jackson,University of Minnesota,12,755,16790,7344,2347,1945,0.417,0.354,0.793,16790,9.7,3.1,2.6,31.4,0.09,-0.1,7.8
5376,1997,25,NYK,John Thomas,University of Minnesota,5,208,2253,560,432,60,0.502,0,0.591,2253,2.7,2.1,0.3,3.2,0.067,-3.3,-0.7
5377,1997,26,MIA,Charles Smith,University of New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606,1973,5.1,1.4,0.9,1.5,0.036,-1.7,0.2
5378,1997,27,UTA,Jacque Vaughn,University of Kansas,12,776,12658,3463,1028,1919,0.429,0.352,0.779,12658,4.5,1.3,2.5,15.4,0.058,-4.2,-7.1
5390,1997,37,GSW,Marc Jackson,Temple University,7,387,7572,3238,1655,311,0.446,0.226,0.814,7572,8.4,4.3,0.8,13,0.082,-3.6,-3.1
5392,1997,39,SAC,Anthony Johnson,College of Charleston,13,793,15552,4432,1358,2274,0.414,0.356,0.745,15552,5.6,1.7,2.9,23.2,0.072,-2.1,-0.4
5395,1997,42,PHO,Stephen Jackson,Butler County Community College,14,858,27398,12976,3328,2634,0.414,0.333,0.798,27398,15.1,3.9,3.1,36.1,0.063,0,13.6
5397,1997,44,CLE,Cedric Henderson,University of Memphis,5,260,6182,1885,755,419,0.436,0.14,0.715,6182,7.3,2.9,1.6,3.3,0.026,-2.4,-0.7
5399,1997,46,ORL,Eric Washington,University of Alabama,2,104,2300,716,216,108,0.402,0.346,0.757,2300,6.9,2.1,1,0.1,0.002,-3.7,-1
5400,1997,47,POR,Alvin Williams,Villanova University,9,460,12610,4161,1140,1877,0.421,0.313,0.76,12610,9,2.5,4.1,21.7,0.082,-0.9,3.6
5403,1997,50,ATL,Chris Crawford,Marquette University,7,252,3985,1654,547,154,0.437,0.347,0.824,3985,6.6,2.2,0.6,6.5,0.078,-2.9,-0.9
5407,1997,54,SEA,Mark Blount,University of Pittsburgh,9,605,13981,4941,2784,513,0.504,0.359,0.723,13981,8.2,4.6,0.8,18.8,0.065,-2.4,-1.4
5411,1998,1,LAC,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,0.435,0,0.597,13129,8.3,6.8,0.7,2.5,0.009,-4.5,-8.3
5412,1998,2,VAN,Mike Bibby,University of Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802,33962,14.7,3.1,5.5,73.2,0.104,0.5,21.1
5413,1998,3,DEN,Raef LaFrentz,University of Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,14545,10.1,6.1,1.1,39.4,0.13,1.5,12.8
5414,1998,4,TOR,Antawn Jamison,University of North Carolina,16,1083,37638,20042,8157,1761,0.451,0.346,0.724,37638,18.5,7.5,1.6,87.8,0.112,-0.2,17.4
5415,1998,5,GSW,Vince Carter,University of North Carolina,21,1467,45197,25312,6445,4644,0.437,0.374,0.798,45197,17.3,4.4,3.2,125.1,0.133,2.8,54.9
5416,1998,6,DAL,Robert Traylor,University of Michigan,7,438,6243,2085,1640,312,0.474,0.167,0.577,6243,4.8,3.7,0.7,13.3,0.102,0.3,3.6
5417,1998,7,SAC,Jason Williams,University of Florida,12,788,23188,8266,1810,4611,0.398,0.327,0.813,23188,10.5,2.3,5.9,38.5,0.08,-0.7,7.8
5418,1998,8,PHI,Larry Hughes,Saint Louis University,13,727,22368,10242,3039,2290,0.406,0.309,0.757,22368,14.1,4.2,3.1,32.3,0.069,-0.3,9.7
5420,1998,10,BOS,Paul Pierce,University of Kansas,19,1343,45880,26397,7527,4708,0.445,0.368,0.806,45880,19.7,5.6,3.5,150,0.157,3.3,61.5
5421,1998,11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,15133,12.1,4.6,2.1,29.4,0.093,0.4,9.3
5422,1998,12,ORL,Michael Doleac,University of Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791,8789,4.9,3.3,0.6,12.7,0.07,-3.7,-3.8
5423,1998,13,ORL,Keon Clark,"University of Nevada, Las Vegas",6,353,7971,2882,2096,322,0.5,0.053,0.645,7971,8.2,5.9,0.9,18.2,0.11,-0.1,3.8
5424,1998,14,HOU,Michael Dickerson,University of Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784,7490,15.4,2.9,2.6,9.6,0.061,-1.2,1.6
5425,1998,15,ORL,Matt Harpring,Georgia Institute of Technology,11,665,17584,7645,3366,907,0.481,0.333,0.753,17584,11.5,5.1,1.4,41.9,0.114,-0.1,8.3
5426,1998,16,HOU,Bryce Drew,Valparaiso University,6,243,3970,1081,295,524,0.382,0.371,0.83,3970,4.4,1.2,2.2,2.4,0.03,-4.6,-2.6
5429,1998,19,MIL,Pat Garrity,University of Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806,11062,7.3,2.6,0.8,18.7,0.081,-1.8,0.7
5430,1998,20,ATL,Roshown McLeod,Duke University,3,113,2130,817,308,124,0.409,0.111,0.819,2130,7.2,2.7,1.1,0.2,0.004,-5,-1.6
5431,1998,21,CHH,Ricky Davis,University of Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781,21927,13.5,3.5,3.3,28,0.061,-0.8,6.5
5432,1998,22,LAC,Brian Skinner,Baylor University,14,608,10910,2876,2841,288,0.494,0.333,0.566,10910,4.7,4.7,0.5,15.8,0.07,-2.4,-1
5433,1998,23,DEN,Tyronn Lue,University of Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,12564,8.5,1.7,3.1,19.7,0.075,-2.8,-2.5
5434,1998,24,SAS,Felipe Lopez,St. John's University,4,249,4145,1448,604,252,0.432,0.327,0.659,4145,5.8,2.4,1,3.1,0.036,-2.7,-0.7
5438,1998,28,CHI,Corey Benjamin,Oregon State University,4,153,2191,835,259,143,0.39,0.289,0.652,2191,5.5,1.7,0.9,-0.9,-0.019,-5.6,-2
5439,1998,29,UTA,Nazr Mohammed,University of Kentucky,18,1005,15891,5827,4708,375,0.486,0,0.64,15891,5.8,4.7,0.4,34.3,0.104,-2.5,-2
5442,1998,30,DAL,Ansu Sesay,University of Mississippi,4,127,1301,401,223,62,0.434,0.276,0.64,1301,3.2,1.8,0.5,1.4,0.051,-3.3,-0.4
5443,1998,31,LAL,Ruben Patterson,University of Cincinnati,10,649,15955,6953,2697,1150,0.517,0.179,0.641,15955,10.7,4.2,1.8,35.1,0.106,0.9,11.8
5445,1998,33,SEA,Jelani McCoy,"University of California, Los Angeles",8,260,3824,1200,921,135,0.539,0,0.49,3824,4.6,3.5,0.5,5.1,0.064,-3.1,-1.1
5446,1998,34,CHI,Shammond Williams,University of North Carolina,7,325,5351,1892,518,765,0.401,0.366,0.798,5351,5.8,1.6,2.4,8.8,0.079,-2.3,-0.4
5448,1998,36,SAC,Jerome James,Florida Agricultural and Mechanical University,9,358,4771,1540,1099,118,0.485,0,0.617,4771,4.3,3.1,0.3,2.9,0.029,-3.1,-1.3
5451,1998,39,MIL,Rafer Alston,"California State University, Fresno",11,671,19392,6799,1891,3202,0.383,0.354,0.729,19392,10.1,2.8,4.8,32.9,0.081,0.2,10.9
5453,1998,41,HOU,Cuttino Mobley,University of Rhode Island,11,747,27618,11964,2902,2015,0.433,0.378,0.835,27618,16,3.9,2.7,52.2,0.091,0.2,15.3
5455,1998,43,WAS,Jahidi White,Georgetown University,7,334,5913,1954,1944,63,0.51,0,0.534,5913,5.9,5.8,0.2,10.4,0.085,-3.8,-2.7
5456,1998,44,NYK,Sean Marks,University of California,11,230,2275,638,501,50,0.448,0.2,0.665,2275,2.8,2.2,0.2,2.6,0.055,-4.9,-1.7
5465,1998,53,DAL,Greg Buckner,Clemson University,10,570,10895,2878,1593,719,0.45,0.334,0.757,10895,5,2.8,1.3,20.9,0.092,0.1,5.8
5466,1998,54,DEN,Tremaine Fowlkes,"California State University, Fresno",4,103,1233,301,228,54,0.409,0.2,0.791,1233,2.9,2.2,0.5,2.1,0.08,-2.1,0
5467,1998,55,DEN,Ryan Bowen,University of Iowa,10,507,6502,1319,1060,250,0.456,0.206,0.693,6502,2.6,2.1,0.5,12.4,0.092,0,3.3
5470,1998,58,CHI,Maceo Baston,University of Michigan,4,105,831,286,175,26,0.616,0.375,0.74,831,2.7,1.7,0.2,2.3,0.134,-1.3,0.1
5471,1999,1,CHI,Elton Brand,Duke University,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,34910,15.9,8.5,2.1,109.6,0.151,3.1,45.2
