G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM
130,106,26.6,4.5,8.6,0.521,4.4,8.3,0.528,0.1,0.3,0,2.7,3.5,0.775,2.6,4.7,7.3,1,0.7,0.4,1.6,2,11.8,6.34,26.6,0.575,0.529,0.039,0.405,1001,10.4,24.2,16.6,8.9,1.3,1.4,13.6,24.1,8.9,6.7,15.5,0.18,4.8,2.5,7.2
106,74,31,5.6,12.7,0.44,3.2,7.2,0.452,2.3,5.5,0.423,3.5,4.4,0.795,0.8,3.1,3.9,4.1,1.2,0.2,2.8,2.3,16.9,7.61,22.9,0.574,0.531,0.433,0.346,902.7,7.6,16.9,6.6,24.7,2.199333333,0.3,16.2,26.7,9.6,6.1,15.7,0.191,4.976229508,3.236885246,8.216393443
79,77,31.8,7.2,15.5,0.462,4.9,9.1,0.542,2.2,6.4,0.346,6.8,8,0.841,0.9,3.5,4.5,1.7,1.7,0.4,2.9,2.1,23.3,-3.74,22.9,0.602,0.533,0.411,0.519,902.7,7.6,16.9,7.9,10.2,2.199333333,0.7,13.2,28.3,11.2,2.6,13.7,0.218,4.976229508,3.236885246,8.216393443
136,105,26.2,3.8,8.2,0.464,3.5,7.3,0.484,0.2,0.8,0.289,3,4.1,0.722,1.7,4.6,6.3,1.8,0.9,0.9,2.1,2.9,10.8,6.38,19.4,0.533,0.479,0.103,0.502,1482,7.4,21.9,14.3,14.6,2.1,3.5,17.1,23.8,6.1,6.9,13,0.146,1.4,4.7,6
95,62,30.6,7,14,0.503,5.7,10.3,0.551,1.3,3.7,0.368,4.2,5.5,0.761,1.3,3.8,5.1,2,0.7,0.4,1.7,1.7,19.7,4.24,22.9,0.591,0.552,0.262,0.397,902.7,7.6,16.9,9.4,17.4,2.199333333,0.9,9.4,26.7,10.5,3.6,14.1,0.193,4.976229508,3.236885246,8.216393443
87,83,32.1,5.4,13,0.412,3.3,7.5,0.439,2.1,5.5,0.376,2.6,4,0.648,1.4,4.2,5.6,2.1,1.1,0.6,2.3,2.6,15.4,5.15,22.9,0.516,0.492,0.425,0.303,902.7,7.6,16.9,7.8,16.4,2.199333333,0.7,13.2,26,3.8,4.6,8.5,0.121,4.976229508,3.236885246,8.216393443
37,35,29,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.274,3.7,5.2,0.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,4.63,22.9,0.529,0.489,0.246,0.384,902.7,7.6,16.9,10.2,30,2.199333333,2.2,18.2,33.1,2.4,4.8,7.2,0.268,4.976229508,3.236885246,8.216393443
123,68,22.8,4.2,8.7,0.482,3.4,6.5,0.521,0.8,2.2,0.368,2,2.7,0.723,1.3,3.2,4.5,1.1,0.4,0.7,1.2,1.6,11.2,8.06,29.2,0.559,0.529,0.253,0.309,891,6.3,21.6,12.8,12.4,1.1,3.3,10.3,28.4,8.9,5.6,14.5,0.207,6.3,1.9,8.3
145,66,25,3.7,8,0.467,3.1,6.3,0.496,0.6,1.7,0.361,2.3,3.4,0.687,2,5.6,7.6,2.9,1.2,0.8,1.9,2.7,10.5,9.75,25.4,0.543,0.506,0.217,0.426,1470,9.3,26.6,18,24.6,3,3.6,16.5,23.7,9.6,9.6,19.2,0.212,5.9,7.3,13.1
101,82,23.5,4.1,7.9,0.52,4.1,7.7,0.526,0,0.2,0,2.1,3.6,0.577,2.5,5.2,7.7,0.5,0.6,2.7,1.5,3.1,10.3,-0.69,22.9,0.538,0.523,0.02,0.456,472,12.9,24.9,18.6,5.5,1.6,10.7,13.8,23.5,4.7,10,14.6,0.246,4.976229508,3.236885246,8.216393443
71,52,24.1,4.4,8,0.555,4.4,7.7,0.565,0,0.2,0,1.5,2.5,0.591,2.1,4.2,6.3,2,1.2,1.3,2.2,2.1,10.4,7.23,22.9,0.566,0.557,0.028,0.32,902.7,7.6,16.9,14.5,15.9,2.199333333,3.8,19.2,22.8,3.7,7.1,10.8,0.252,4.976229508,3.236885246,8.216393443
38,38,31.2,5,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.356,2,4.7,0.422,2.7,5.3,8,2,0.9,1,1.4,2.4,12.4,9.04,20.4,0.503,0.516,0.118,0.471,469,10.4,19.3,14.9,13,1.8,3.4,10.5,23.2,2.1,3.3,5.4,0.183,2.8,6.7,9.6
40,40,30.8,4.9,9.8,0.501,4.8,9.3,0.517,0.1,0.5,0.167,5.1,7.2,0.706,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15,9.89,24.5,0.567,0.505,0.046,0.739,599,13.3,24.7,19.2,10,1,2.6,16.1,25.4,3.5,2.4,5.9,0.191,4.2,3,7.1
104,75,24.6,3.9,7.3,0.538,3.4,5.9,0.585,0.5,1.4,0.338,2.5,3.5,0.716,2,3.2,5.2,1.7,1.5,0.5,2,2.4,10.7,7.94,24.1,0.604,0.57,0.188,0.476,1118,10.4,15.7,13.1,13.9,3.8,2.3,18,22.7,7.8,4.9,12.7,0.198,6.3,5,11.2
72,72,29,5.5,9.4,0.592,5.5,9.3,0.594,0,0,0,5,6.6,0.756,2.6,4.7,7.3,1.3,1.2,1.2,2,2.5,16.1,8.09,30.6,0.643,0.592,0.003,0.705,1097,11.8,19.4,15.7,9.5,2.5,4.4,13.5,25.4,9.9,4.2,14.1,0.271,7.2,4.7,11.9
24,24,31.9,4.1,6.9,0.59,4.1,6.9,0.59,0,0,0,2.3,4.3,0.529,2.7,6.8,9.5,1.6,2.1,4.4,1.9,2.6,10.5,5.78,27.3,0.583,0.59,0,0.627,257,10.4,23.9,17.4,9.5,3.9,13.2,17.3,17.4,1.6,2.3,3.9,0.206,2.9,11.7,14.6
63,63,33.9,5.1,11.4,0.447,3.1,6.5,0.485,1.9,4.9,0.396,3.4,4.2,0.803,1.9,4.8,6.7,2.4,2,0.9,2.7,2.8,15.5,1.13,22.9,0.579,0.532,0.43,0.369,469,6.7,18.8,11.5,16.8,4,2.5,17.1,24.6,5.3,3,8.3,0.155,4.976229508,3.236885246,8.216393443
101,94,32.8,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.362,3.8,5,0.758,1.5,5.3,6.8,4.1,1.6,0.7,3.5,2.7,15,7.86,22.9,0.577,0.527,0.139,0.473,682,7.3,23.5,14.1,31.4,3,2.4,21.1,30.8,9.3,6.8,16.1,0.194,4.976229508,3.236885246,8.216393443
37,37,34.2,4.7,10.6,0.445,3,5.6,0.541,1.7,5,0.339,3.6,4.7,0.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,7.33,22,0.575,0.525,0.473,0.44,522,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23,3.6,2.1,5.7,0.18,5.3,3.3,8.6
111,108,32.9,6.9,15.7,0.439,5,10.5,0.47,2,5.2,0.377,5.5,6.7,0.825,1.5,4.8,6.3,2.7,2.1,0.5,2.4,1.8,21.3,-5.41,29.1,0.563,0.501,0.33,0.423,2202,5.2,17,11,20.1,3.6,1.5,11.3,32.4,13.9,6.6,20.5,0.224,5.6,1.7,7.3
115,112,28.5,5.4,11.6,0.463,3.4,6.6,0.513,2,5,0.397,2,2.5,0.809,1.1,3,4.1,2.2,0.9,0.1,1.5,1.5,14.7,8.59,22.9,0.577,0.549,0.434,0.216,902.7,7.6,16.9,8,12.6,2.199333333,0.4,10.7,22.1,8,5.4,13.5,0.164,4.976229508,3.236885246,8.216393443
94,61,24.3,3.9,8.6,0.45,3,5.8,0.516,0.9,2.8,0.313,2.4,3.2,0.767,1.8,3,4.8,0.9,0.9,1.9,1.5,1.8,11,4.6,25.1,0.547,0.501,0.322,0.373,975,9.1,14.9,12,9.6,2.4,8.5,12.9,26.5,5.6,5.1,10.7,0.186,3.8,5.9,9.8
129,98,27.5,4.7,8.6,0.553,4.3,7,0.62,0.4,1.6,0.261,2.6,3.8,0.685,2.6,5.9,8.5,0.9,0.5,2.2,2,2.9,12.5,-7.19,26.1,0.602,0.577,0.188,0.44,1367,11.6,25.6,18.7,8.5,1.1,8.8,16.4,23,9.4,6.3,15.7,0.178,2.2,3.2,5.4
40,39,31.1,4,8.2,0.491,3.7,6.9,0.535,0.3,1.3,0.255,3.6,4.8,0.745,2.6,4.9,7.4,1.9,1,0.9,2.2,2.4,11.9,7.93,21.2,0.57,0.511,0.156,0.589,497,10.3,17.3,14,10.8,1.9,2.8,17.3,20.6,3.4,2.6,6,0.192,5,4.1,9.1
141,99,25.9,3.7,6.5,0.574,3.7,6.4,0.578,0,0.1,0,2.4,4,0.583,2.4,5.4,7.7,1.5,0.8,1.4,2,2.5,9.8,8.87,22,0.584,0.575,0.011,0.622,1441,10.8,23.7,17.3,11.1,1.8,5,19.2,20.2,8.3,8.2,16.6,0.181,3.5,6.5,10
70,67,34.1,4.1,9.7,0.42,2.1,4.6,0.463,2,5.2,0.382,2.8,3.9,0.73,1.2,4.4,5.5,2.8,1.5,0.4,2,2.3,13,7.74,22.9,0.56,0.521,0.53,0.396,902.7,7.6,16.9,9.5,15.6,2.199333333,0.9,14.7,19.7,4.3,3.9,8.2,0.138,4.976229508,3.236885246,8.216393443
87,67,27.7,4.2,8.3,0.509,3.8,6.9,0.551,0.4,1.4,0.303,2.2,2.9,0.746,2.4,5.5,8,1.1,0.5,1.1,1.5,2.4,11.1,7.86,24.2,0.571,0.535,0.169,0.355,884,10.8,24.5,17.7,10.1,1,4.4,13.3,22.7,6.5,5.5,12,0.199,5.1,4.4,9.5
103,67,27.2,3.3,7,0.472,3.2,6.6,0.485,0.1,0.4,0,1.6,2.5,0.649,2.5,3.8,6.3,1.5,0.8,2.8,1.5,2.2,8.4,7.6,22.9,0.511,0.481,0.062,0.357,542,12.9,17.7,13.4,10.9,1.4,9.2,15.1,18.3,3.7,7.1,10.8,0.154,4.976229508,3.236885246,8.216393443
102,101,34.5,5.4,11.5,0.465,4.4,8.2,0.536,1,3.3,0.29,4.2,5.8,0.723,1.2,3.5,4.8,4.4,1.7,0.3,2.3,2.1,15.9,0.84,22.8,0.556,0.507,0.286,0.506,1668,4.2,13.1,8.4,25.9,2.9,1,13.8,23.7,11.2,3.9,15.1,0.172,5,-0.1,4.9
37,35,27.1,6,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,2.6,4,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97,22.9,0.551,0.533,0.144,0.229,902.7,7.6,16.9,12,15.2,2.199333333,2.848859935,10.2,24.24136808,2.3,2.9,5.3,0.211,4.976229508,3.236885246,8.216393443
62,62,27.4,5.9,10.4,0.567,5.7,9.8,0.587,0.2,0.7,0.268,3.1,4.5,0.691,2.9,6.6,9.5,1.2,1.4,0.6,2.9,3.4,15.1,5.79,22.9,0.601,0.575,0.063,0.43,902.7,7.6,16.9,21.7,11,2.199333333,1.8,19,29.6,6.1,4.6,10.6,0.251,4.976229508,3.236885246,8.216393443
31,24,28.9,6.2,11.7,0.532,6.2,11.6,0.533,0,0.1,0,2.4,3.2,0.755,2,4.4,6.4,1.9,0.5,1.7,2.5,2.3,14.9,6.5,22.9,0.563,0.533,0.008,0.27,902.7,7.6,16.9,13.2,14,2.199333333,4.3,16,25.8,2,2.4,4.4,0.198,4.976229508,3.236885246,8.216393443
105,65,28.3,3.6,7.1,0.516,3.2,5.7,0.555,0.5,1.4,0.35,1.9,3.2,0.582,2.9,7,10,1.1,1.6,1.4,1.7,2.6,9.6,6.43,23.5,0.561,0.549,0.193,0.459,1058,12.6,29.2,21,8.4,3.3,5.4,16.9,19,6.2,7.5,13.7,0.185,3,6.5,9.5
32,32,36.1,6,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.676,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,6.98,21.1,0.504,0.472,0.185,0.326,476,8.4,20.3,14,9.6,2.6,4.2,14,24.9,1.8,1.3,3.2,0.109,1.4,2,3.4
129,117,29.8,4.8,10.1,0.471,2.1,4.3,0.488,2.7,5.8,0.458,3,3.5,0.87,0.4,1.8,2.2,2,0.8,0.1,2,2.2,15.2,9.02,22.9,0.646,0.602,0.572,0.342,902.7,7.6,16.9,4.1,13.3,2.199333333,0.2,14.7,22.3,14.1,2.8,17,0.176,4.976229508,3.236885246,8.216393443
88,82,28.2,5.6,9.2,0.601,5.6,9.2,0.602,0,0,0,3.9,7,0.553,3.4,4.6,8,0.6,0.6,2.6,2.4,3.4,15,6.73,22.9,0.596,0.601,0.001,0.754,902.7,7.6,16.9,12,15.2,2.199333333,2.848859935,16.1,24.24136808,7.7,6.7,14.4,0.232,4.976229508,3.236885246,8.216393443
91,91,35.1,6.8,11.9,0.571,6.3,10.7,0.591,0.5,1.2,0.387,7.4,9.4,0.786,3.4,5.5,8.8,1.2,0.4,1.7,3.4,2.8,21.4,6.66,22.9,0.655,0.59,0.098,0.791,902.7,7.6,16.9,14.6,9.3,2.199333333,3.9,17,27.6,15,5.5,20.5,0.257,4.976229508,3.236885246,8.216393443
38,38,35.9,5.7,13.5,0.423,3.4,7.4,0.461,2.3,6.1,0.377,3.6,4.5,0.795,0.7,3.4,4,4.2,0.7,0.2,3.2,2.2,17.3,8.91,19.3,0.553,0.508,0.45,0.333,652,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27,3.6,1.8,5.3,0.157,5.4,0.5,5.9
98,74,30.6,5.3,11.2,0.468,2.1,4.1,0.521,3.1,7.1,0.438,3.3,3.8,0.856,0.4,2.3,2.7,1.1,0.7,0.3,1.3,1.2,16.9,7.59,23.6,0.648,0.607,0.634,0.339,1389,1.7,8.4,5.2,8.2,1.3,0.9,9.2,24.2,12.5,3,15.5,0.206,9.6,-0.6,8.9
63,62,33.5,4.4,9.3,0.472,3,6.4,0.473,1.4,2.9,0.47,4.9,5.8,0.838,0.7,3.2,3.9,6.3,2.5,0.2,2.7,2.6,15,10.65,22.9,0.622,0.545,0.311,0.62,902.7,7.6,16.9,6.6,32.3,2.199333333,0.4,18.3,20.6,6.3,3.1,9.4,0.178,4.976229508,3.236885246,8.216393443
37,32,31.1,5.7,11.9,0.476,4.6,8.9,0.515,1.1,3,0.36,2.6,3.7,0.71,2.2,4.7,6.9,1.8,1.3,1.1,2.2,2.2,15.1,10.86,22.9,0.551,0.522,0.252,0.313,902.7,7.6,16.9,12.6,11.8,2.199333333,2.3,14.1,24.7,2.4,3.2,5.6,0.195,4.976229508,3.236885246,8.216393443
98,96,34.4,6.1,14.4,0.424,3.6,8.1,0.45,2.5,6.3,0.39,3.2,3.9,0.827,0.9,3.9,4.8,2.6,1.3,0.8,2.9,2.5,17.9,6.32,23.6,0.55,0.509,0.438,0.27,1250,3.3,13.8,8.7,20.3,2.6,2.7,15.3,31.9,7.9,5.5,13.4,0.159,6.8,3.2,10.1
